# Listed companies matched to week 4 clients and filing firms by exact normalized name; SIC from the SEC submissions API, NAICS sector by week04_sec.sector_of_sic().
key,cik,ticker,sec_name,sic,sic_description,naics2,filings
FEIN 770200166,0001616533,PENG,"Penguin Solutions, Inc.",3674,Semiconductors & Related Devices,31-33,11
CHEMOURS,0001627223,CC,Chemours Co,2800,Chemicals & Allied Products,31-33,11
FEIN 205338862,0001419612,SEDG,"SOLAREDGE TECHNOLOGIES, INC.",3674,Semiconductors & Related Devices,31-33,11
FEIN 200808920,0001023024,ANIP,ANI PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,31-33,11
FEIN 311585233,0001968487,WS,"Worthington Steel, Inc.",3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",31-33,11
HUNTSMAN,0001307954,HUN,Huntsman CORP,2800,Chemicals & Allied Products,31-33,11
FEIN 582582379,0001128928,FLO,FLOWERS FOODS INC,2000,Food and Kindred Products,31-33,11
FEIN 834210124,0001999480,ANRO,"Alto Neuroscience, Inc.",2834,Pharmaceutical Preparations,31-33,11
FEIN 470554096,0000836157,LNN,LINDSAY CORP,3523,Farm Machinery & Equipment,31-33,11
FEIN 473506994,0001650648,FDMT,"4D Molecular Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,11
FEIN 472547526,0001831915,CTKB,"Cytek Biosciences, Inc.",3826,Laboratory Analytical Instruments,31-33,11
FEIN 813651615,0001499543,NOAH,NOAH HOLDINGS LTD,6282,Investment Advice,52,11
FEIN 391804239,0000933034,STRT,STRATTEC SECURITY CORP,3714,Motor Vehicle Parts & Accessories,31-33,11
FEIN 472483131,0001656081,DAVA,Endava plc,7371,Services-Computer Programming Services,54,11
FEIN 800101064,0000072444,VXRT,"Vaxart, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,11
FEIN 464979424,0001833769,HYPR,"Hyperfine, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,31-33,11
FEIN 260338646,0001855447,TYGO,"TIGO ENERGY, INC.",3674,Semiconductors & Related Devices,31-33,11
FEIN 020496115,0001774675,SKIL,Skillsoft Corp.,7372,Services-Prepackaged Software,51,11
STEM,0001758766,STEM,"STEM, INC.",7373,Services-Computer Integrated Systems Design,54,11
FEIN 453159336,0001738177,CMBMF,Cambium Networks Corp,3663,Radio & Tv Broadcasting & Communications Equipment,31-33,11
FEIN 861617000,0001836875,NVVE,Nuvve Holding Corp.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",31-33,11
CIM,0001498547,CMRF,"CIM GROUP, INC.",6798,Real Estate Investment Trusts,52,11
RIO TINTO,0000887028,RTNTF,RIO TINTO LTD,1000,Metal Mining,21,10
FEIN 510068479,0000084839,ROL,ROLLINS INC,7340,Services-To Dwellings & Other Buildings,56,10
EVEREST,0001095073,EG,"EVEREST GROUP, LTD.",6331,"Fire, Marine & Casualty Insurance",52,10
FEIN 381794485,0000062996,MAS,MASCO CORP /DE/,3430,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",31-33,10
UMB FINANCIAL,0000101382,UMBF,UMB FINANCIAL CORP,6021,National Commercial Banks,52,10
PENTAIR,0000077360,PNR,PENTAIR plc,3550,Special Industry Machinery (No Metalworking Machinery),31-33,10
FEIN 232668356,0000884614,UGI,UGI CORP /PA/,4932,Gas & Other Services Combined,22,10
FEIN 371744899,0001590714,ESI,Element Solutions Inc,2890,Miscellaneous Chemical Products,31-33,10
KIRBY,0000056047,KEX,KIRBY CORP,4400,Water Transportation,48-49,10
MATSON,0000003453,MATX,"Matson, Inc.",4400,Water Transportation,48-49,10
ENACT,0001823529,ACT,"Enact Holdings, Inc.",6411,"Insurance Agents, Brokers & Service",52,10
FEIN 274842691,0001438533,TVTX,"Travere Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,10
NEW JERSEY RESOURCES,0000356309,NJR,NEW JERSEY RESOURCES CORP,4924,Natural Gas Distribution,22,10
FEIN 870447695,0000856982,MMSI,MERIT MEDICAL SYSTEMS INC,3841,Surgical & Medical Instruments & Apparatus,31-33,10
FEIN 474505725,0001657677,PBLS,"Parabilis Medicines, Inc.",2834,Pharmaceutical Preparations,31-33,10
WYNDHAM HOTELS AND RESORTS,0001722684,WH,"WYNDHAM HOTELS & RESORTS, INC.",7011,Hotels & Motels,72,10
POST,0001530950,POST,"Post Holdings, Inc.",2040,Grain Mill Products,31-33,10
FEIN 942579843,0000752714,MGRC,MCGRATH RENTCORP,7359,"Services-Equipment Rental & Leasing, NEC",56,10
FEIN 261377674,0001609550,INSP,"Inspire Medical Systems, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,10
ADMA BIOLOGICS,0001368514,ADMA,"ADMA BIOLOGICS, INC.",2836,"Biological Products, (No Diagnostic Substances)",31-33,10
BRIGHTSTAR LOTTERY,0001619762,BRSL,Brightstar Lottery PLC,7990,Services-Miscellaneous Amusement & Recreation,71,10
FEIN 853383487,0001672688,ABSI,Absci Corp,8731,Services-Commercial Physical & Biological Research,54,10
SALLY BEAUTY,0001368458,SBH,"Sally Beauty Holdings, Inc.",5990,"Retail-Retail Stores, NEC",44-45,10
FEIN 472783641,0001630805,BW,"Babcock & Wilcox Enterprises, Inc.",3433,"Heating Equipment, Except Electric & Warm Air Furnaces",31-33,10
FEIN 651307697,0001375877,CSIQ,Canadian Solar Inc.,3674,Semiconductors & Related Devices,31-33,10
FEIN 160547600,0001005229,CMCO,COLUMBUS MCKINNON CORP,3531,Construction Machinery & Equip,31-33,10
FEIN 770513190,0001162194,LAB,STANDARD BIOTOOLS INC.,2834,Pharmaceutical Preparations,31-33,10
FEIN 650039856,0000873860,ONIT,ONITY GROUP INC.,6162,Mortgage Bankers & Loan Correspondents,52,10
FEIN 870500306,0000896264,USNA,USANA HEALTH SCIENCES INC,2833,Medicinal Chemicals & Botanical Products,31-33,10
FEIN 870565309,0001021561,NUS,"NU SKIN ENTERPRISES, INC.",5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",42,10
FEIN 311481870,0001026655,CMT,CORE MOLDING TECHNOLOGIES INC,3089,"Plastics Products, NEC",31-33,10
FEIN 223225071,0001016838,RDCM,RADCOM LTD,3577,"Computer Peripheral Equipment, NEC",31-33,10
DULUTH,0001649744,DLTH,DULUTH HOLDINGS INC.,5600,Retail-Apparel & Accessory Stores,44-45,10
FEIN 710872999,0001200375,CDXS,"CODEXIS, INC.",2860,Industrial Organic Chemicals,31-33,10
FEIN 822520134,0001840439,BMEA,"Biomea Fusion, Inc.",2834,Pharmaceutical Preparations,31-33,10
FEIN 264298300,0001481028,HYSR,"SUNHYDROGEN, INC.",3674,Semiconductors & Related Devices,31-33,10
FEIN 470949915,0001351636,SSTI,"SOUNDTHINKING, INC.",7372,Services-Prepackaged Software,51,10
FEIN 020691684,0001856031,SEAT,Vivid Seats Inc.,7990,Services-Miscellaneous Amusement & Recreation,71,10
FEIN 384034445,0002013807,FOXX,Foxx Development Holdings Inc.,3576,Computer Communications Equipment,31-33,10
FEIN 821432916,0001785056,TRNR,"Interactive Strength, Inc.",3600,Electronic & Other Electrical Equipment (No Computer Equip),31-33,10
GEORGIA POWER,0000041091,GPJA,GEORGIA POWER CO,4911,Electric Services,22,10
FEIN 470901485,0001552800,TTSH,"TILE SHOP HOLDINGS, INC.",5700,"Retail-Home Furniture, Furnishings & Equipment Stores",44-45,10
PHILIP MORRIS INTERNATIONAL,0001413329,PM,Philip Morris International Inc.,2111,Cigarettes,31-33,9
UBS GROUP AG,0001610520,UBS,UBS Group AG,6021,National Commercial Banks,52,9
SONY,0000313838,SONY,Sony Group Corp,3651,Household Audio & Video Equipment,31-33,9
FEIN 521893632,0000936468,LMT,LOCKHEED MARTIN CORP,3760,Guided Missiles & Space Vehicles & Parts,31-33,9
AEGON,0000769218,AEG,AEGON LTD.,6311,Life Insurance,52,9
CNA FINANCIAL,0000021175,CNA,CNA FINANCIAL CORP,6331,"Fire, Marine & Casualty Insurance",52,9
FEIN 610143150,0000014693,BF-B,BROWN FORMAN CORP,2080,Beverages,31-33,9
FEIN 680679777,0001050140,DSGX,DESCARTES SYSTEMS GROUP INC,7372,Services-Prepackaged Software,51,9
FEIN 391344447,0000785786,PLXS,PLEXUS CORP,3672,Printed Circuit Boards,31-33,9
TRANSOCEAN,0001451505,RIG,Transocean Ltd.,1381,Drilling Oil & Gas Wells,21,9
FEIN 731328149,0000824142,AAON,"AAON, INC.",3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,31-33,9
FEIN 465308248,0001622229,COGT,"Cogent Biosciences, Inc.",2834,Pharmaceutical Preparations,31-33,9
MURPHY OIL,0000717423,MUR,MURPHY OIL CORP,1311,Crude Petroleum & Natural Gas,21,9
FEIN 821954058,0001710366,CNR,"Core Natural Resources, Inc.",1220,Silver Ores,21,9
PENNYMAC FINANCIAL SERVICES,0001745916,PFSI,"PennyMac Financial Services, Inc.",6162,Mortgage Bankers & Loan Correspondents,52,9
FEIN 010609375,0001144980,ABG,ASBURY AUTOMOTIVE GROUP INC,5500,Retail-Auto Dealers & Gasoline Stations,44-45,9
FEIN 953671242,0001169770,BANC,"BANC OF CALIFORNIA, INC.",6021,National Commercial Banks,52,9
MINERALS TECHNOLOGIES,0000891014,MTX,MINERALS TECHNOLOGIES INC,2810,Industrial Inorganic Chemicals,31-33,9
FEIN 471771508,0001981599,CTRI,"Centuri Holdings, Inc.",4923,Natural Gas Transmisison & Distribution,22,9
FEIN 843766197,0001826457,GLUE,"Monte Rosa Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,9
NAVIENT,0001593538,NAVI,NAVIENT CORP,6211,"Security Brokers, Dealers & Flotation Companies",52,9
FEIN 300409740,0001750284,OLMA,"Olema Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,31-33,9
FEIN 461385614,0001570562,EOLS,"Evolus, Inc.",2834,Pharmaceutical Preparations,31-33,9
FEIN 362090085,0000065270,MEI,METHODE ELECTRONICS INC,3678,Electronic Connectors,31-33,9
FEIN 461981974,0001768224,ARCT,Arcturus Therapeutics Holdings Inc.,2834,Pharmaceutical Preparations,31-33,9
FEIN 371906173,0001820302,BKKT,"Bakkt, Inc.",6199,Finance Services,52,9
FEIN 043205099,0001177648,ENTA,ENANTA PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,31-33,9
FEIN 061562417,0001098972,AGEN,AGENUS INC,2836,"Biological Products, (No Diagnostic Substances)",31-33,9
FEIN 811173868,0001664710,KROS,"Keros Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,9
FEIN 522210438,0001287098,MXCT,"MAXCYTE, INC.",8731,Services-Commercial Physical & Biological Research,54,9
FEIN 541701843,0000075252,ACH,ACCENDRA HEALTH INC/VA/,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",42,9
FEIN 461318953,0001575793,WATT,Energous Corp,3663,Radio & Tv Broadcasting & Communications Equipment,31-33,9
FEIN 042911026,0001015739,AWRE,AWARE INC /MA/,7372,Services-Prepackaged Software,51,9
FEIN 261756290,0001411690,BNGO,"Bionano Genomics, Inc.",3826,Laboratory Analytical Instruments,31-33,9
FEIN 474178385,0001680513,IPTNF,IMPACT ANALYTICS INC.,,,,9
FEIN 863289406,0001499961,BINI,"BOLLINGER INNOVATIONS, INC.",3711,Motor Vehicles & Passenger Car Bodies,31-33,9
ATHENE HOLDING,0001527469,ATH-PA,Athene Holding Ltd.,6311,Life Insurance,52,9
DIGITAL REALTY TRUST,0001297996,DLR,"DIGITAL REALTY TRUST, INC.",6798,Real Estate Investment Trusts,52,8
FEIN 330580106,0000726728,O,REALTY INCOME CORP,6798,Real Estate Investment Trusts,52,8
SUN LIFE FINANCIAL,0001097362,SLF,SUN LIFE FINANCIAL INC,6311,Life Insurance,52,8
WEC ENERGY,0000783325,WEC,"WEC ENERGY GROUP, INC.",4931,Electric & Other Services Combined,22,8
CINCINNATI FINANCIAL,0000020286,CINF,CINCINNATI FINANCIAL CORP,6331,"Fire, Marine & Casualty Insurance",52,8
FEIN 042052042,0000031791,RVTY,"REVVITY, INC.",3826,Laboratory Analytical Instruments,31-33,8
FEIN 231702594,0000078128,WTRG,"Essential Utilities, Inc.",4941,Water Supply,22,8
FEIN 942657368,0000711404,COO,"COOPER COMPANIES, INC.",3851,Ophthalmic Goods,31-33,8
FEIN 980505495,0001377121,PTGX,"Protagonist Therapeutics, Inc",2834,Pharmaceutical Preparations,31-33,8
PRIMO BRANDS,0002042694,PRMB,Primo Brands Corp,2080,Beverages,31-33,8
FEIN 462159271,0001649904,RYTM,"RHYTHM PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,31-33,8
FEIN 831281555,0001759425,MIRM,"Mirum Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,31-33,8
FEIN 880278853,0001296445,ORA,"ORMAT TECHNOLOGIES, INC.",4911,Electric Services,22,8
BOYD GAMING,0000906553,BYD,BOYD GAMING CORP,7011,Hotels & Motels,72,8
CHAMPION HOMES,0000090896,SKY,"Champion Homes, Inc.",2451,Mobile Homes,31-33,8
FEIN 840966648,0001877322,ESAB,ESAB Corp,3569,"General Industrial Machinery & Equipment, NEC",31-33,8
FEIN 472452488,0001819133,TNGX,"Tango Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,8
ULTRA CLEAN,0001275014,UCTT,"Ultra Clean Holdings, Inc.",3674,Semiconductors & Related Devices,31-33,8
YETI,0001670592,YETI,"YETI Holdings, Inc.",3949,"Sporting & Athletic Goods, NEC",31-33,8
VERICEL,0000887359,VCEL,Vericel Corp,2836,"Biological Products, (No Diagnostic Substances)",31-33,8
FEIN 824533053,0001758009,QUBT,Quantum Computing Inc.,7372,Services-Prepackaged Software,51,8
FEIN 160977505,0000816956,CNMD,CONMED Corp,3845,Electromedical & Electrotherapeutic Apparatus,31-33,8
FEIN 201117381,0001767258,XPEL,"XPEL, Inc.",3470,"Coating, Engraving & Allied Services",31-33,8
FEIN 330963637,0001137091,PSIX,"POWER SOLUTIONS INTERNATIONAL, INC.",3510,Engines & Turbines,31-33,8
FEIN 522099123,0001050441,EGBN,EAGLE BANCORP INC,6022,State Commercial Banks,52,8
FEIN 133974868,0001055160,MFA,"MFA FINANCIAL, INC.",6798,Real Estate Investment Trusts,52,8
FEIN 454770167,0001785424,KPLT,"Katapult Holdings, Inc.",7359,"Services-Equipment Rental & Leasing, NEC",56,8
FEIN 770683487,0001401667,PBYI,"PUMA BIOTECHNOLOGY, INC.",2834,Pharmaceutical Preparations,31-33,8
FEIN 230628360,0000041719,MAGN,Magnera Corp,2621,Paper Mills,31-33,8
FEIN 043475813,0001281895,RCKT,"ROCKET PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,31-33,8
FEIN 010616867,0001421517,ERII,"Energy Recovery, Inc.",3559,"Special Industry Machinery, NEC",31-33,8
FUBOTV,0001484769,FUBO,FuboTV Inc.,7812,Services-Motion Picture & Video Tape Production,51,8
FEIN 472561140,0001720580,ACET,"Adicet Bio, Inc.",2834,Pharmaceutical Preparations,31-33,8
FEIN 560484485,0000018255,CATO,CATO CORP,5621,Retail-Women's Clothing Stores,44-45,8
FEIN 473644819,0001753162,FTHM,Fathom Holdings Inc.,6531,Real Estate Agents & Managers (For Others),53,8
FEIN 863425507,0001859199,AIRE,reAlpha Tech Corp.,6500,Real Estate,53,8
TENNESSEE VALLEY AUTHORITY,0001376986,TVE,Tennessee Valley Authority,4911,Electric Services,22,8
BHP,0000811809,BHP,BHP Group Ltd,1000,Metal Mining,21,7
FEIN 980369454,0001103838,IBN,ICICI BANK LTD,6029,"Commercial Banks, NEC",52,7
ARES MANAGEMENT,0001176948,ARES,Ares Management Corp,6282,Investment Advice,52,7
HUNTINGTON BANCSHARES,0000049196,HBAN,HUNTINGTON BANCSHARES INC /MD/,6021,National Commercial Banks,52,7
AMERICAN WATER WORKS,0001410636,AWK,"American Water Works Company, Inc.",4941,Water Supply,22,7
SMURFIT WESTROCK,0002005951,SW,Smurfit Westrock plc,2650,Paperboard Containers & Boxes,31-33,7
CMS ENERGY,0000811156,CMS,CMS ENERGY CORP,4931,Electric & Other Services Combined,22,7
FEIN 582009004,0001748790,AMCR,Amcor plc,3990,Miscellaneous Manufacturing Industries,31-33,7
ALLIANT ENERGY,0000352541,LNT,ALLIANT ENERGY CORP,4931,Electric & Other Services Combined,22,7
FEIN 410670985,0001796209,APG,APi Group Corp,7340,Services-To Dwellings & Other Buildings,56,7
FEIN 341837021,0001298675,CUBE,CubeSmart,6798,Real Estate Investment Trusts,52,7
AUTOLIV,0001034670,ALV,AUTOLIV INC,3714,Motor Vehicle Parts & Accessories,31-33,7
FEIN 363853103,0000896622,ATR,"APTARGROUP, INC.",3089,"Plastics Products, NEC",31-33,7
FEIN 230366390,0000007431,AWI,ARMSTRONG WORLD INDUSTRIES INC,3089,"Plastics Products, NEC",31-33,7
FEIN 274661265,0002088896,XE,"X-Energy, Inc.",3443,Fabricated Plate Work (Boiler Shops),31-33,7
LANDSTAR SYSTEM,0000853816,LSTR,LANDSTAR SYSTEM INC,4213,Trucking (No Local),48-49,7
FEIN 581111076,0000351569,ABCB,Ameris Bancorp,6022,State Commercial Banks,52,7
CRESCENT ENERGY,0001866175,CRGY,Crescent Energy Co,1311,Crude Petroleum & Natural Gas,21,7
AXOS FINANCIAL,0001299709,AX,"Axos Financial, Inc.",6035,"Savings Institution, Federally Chartered",52,7
FEIN 823168838,0001853868,FRVO,Fervo Energy Co,4911,Electric Services,22,7
NEXSTAR MEDIA,0001142417,NXST,"NEXSTAR MEDIA GROUP, INC.",4833,Television Broadcasting Stations,51,7
FEIN 752964342,0000889900,PTEN,PATTERSON UTI ENERGY INC,1381,Drilling Oil & Gas Wells,21,7
FEIN 364485550,0001650729,SITE,"SiteOne Landscape Supply, Inc.",5040,Wholesale-Professional & Commercial Equipment & Supplies,42,7
FEIN 261482385,0001438472,MIAX,"MIAMI INTERNATIONAL HOLDINGS, INC.",6211,"Security Brokers, Dealers & Flotation Companies",52,7
FEIN 814576210,0001582313,XENE,Xenon Pharmaceuticals Inc.,2834,Pharmaceutical Preparations,31-33,7
OPTION CARE HEALTH,0001014739,OPCH,"Option Care Health, Inc.",8082,Services-Home Health Care Services,62,7
WILLSCOT,0001647088,WSC,WillScot Holdings Corp,7350,Services-Miscellaneous Equipment Rental & Leasing,56,7
FEIN 411532464,0000854775,DGII,DIGI INTERNATIONAL INC,3576,Computer Communications Equipment,31-33,7
BAUSCH HEALTH COMPANIES,0000885590,BHC,Bausch Health Companies Inc.,2834,Pharmaceutical Preparations,31-33,7
FEIN 562010790,0001043509,SAH,SONIC AUTOMOTIVE INC,5500,Retail-Auto Dealers & Gasoline Stations,44-45,7
FEIN 205063536,0001645113,NVCR,NovoCure Ltd,3841,Surgical & Medical Instruments & Apparatus,31-33,7
FEIN 201622502,0001326732,XNCR,Xencor Inc,2834,Pharmaceutical Preparations,31-33,7
SYLVAMO,0001856485,SLVM,Sylvamo Corp,2621,Paper Mills,31-33,7
FRONTIER,0001670076,ULCC,"Frontier Group Holdings, Inc.",4512,"Air Transportation, Scheduled",48-49,7
NABORS INDUSTRIES,0001163739,NBR,NABORS INDUSTRIES LTD,1381,Drilling Oil & Gas Wells,21,7
FEIN 043512838,0001488139,AMRC,"Ameresco, Inc.",1700,Construction - Special Trade Contractors,23,7
FEIN 954340199,0001492165,PFBC,Preferred Bank,,,,7
FEIN 872646288,0000891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",6331,"Fire, Marine & Casualty Insurance",52,7
FEIN 841652107,0001309402,GPRE,Green Plains Inc.,2860,Industrial Organic Chemicals,31-33,7
FEIN 271159215,0001477815,SG,"Sweetgreen, Inc.",5812,Retail-Eating  Places,72,7
FEIN 320271970,0001501796,AURA,"Aura Biosciences, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,7
AMERICAN INTEGRITY INSURANCE,0002007587,AII,"American Integrity Insurance Group, Inc.",6331,"Fire, Marine & Casualty Insurance",52,7
ADVANTAGE SOLUTIONS,0001776661,ADV,Advantage Solutions Inc.,7389,"Services-Business Services, NEC",56,7
FEIN 811384762,0001678660,PRLD,Prelude Therapeutics Inc,2834,Pharmaceutical Preparations,31-33,7
FEIN 882870106,0001963685,RR,RICHTECH ROBOTICS INC.,3569,"General Industrial Machinery & Equipment, NEC",31-33,7
FEIN 842040295,0001850119,IPSC,"Century Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,7
FEIN 331227980,0001576873,ABAT,AMERICAN BATTERY TECHNOLOGY Co,1400,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),21,7
FEIN 831300510,0001806952,LYEL,"Lyell Immunopharma, Inc.",2834,Pharmaceutical Preparations,31-33,7
FEIN 813789973,0001858848,TNYA,"Tenaya Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,7
FEIN 223720962,0001173204,CNVS,Cineverse Corp.,7841,Services-Video Tape Rental,71,7
FEIN 900511367,0001880613,DRCT,"Direct Digital Holdings, Inc.",7310,Services-Advertising,56,7
FEIN 571164669,0001347123,NONE.,"EBR Systems, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,7
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE,0000070502,NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,6159,Miscellaneous Business Credit Institution,52,7
SANDISK,0002023554,SNDK,Sandisk Corp,3572,Computer Storage Devices,31-33,6
MIZUHO FINANCIAL,0001335730,MFG,MIZUHO FINANCIAL GROUP INC,6021,National Commercial Banks,52,6
FEIN 721569235,0001703399,SE,Sea Ltd,7380,Services-Miscellaneous Business Services,56,6
TEVA PHARMACEUTICAL INDUSTRIES,0000818686,TEVA,TEVA PHARMACEUTICAL INDUSTRIES LTD,2834,Pharmaceutical Preparations,31-33,6
FEIN 650341002,0000046619,HEI,HEICO CORP,3724,Aircraft Engines & Engine Parts,31-33,6
UBIQUITI,0001511737,UI,Ubiquiti Inc.,3663,Radio & Tv Broadcasting & Communications Equipment,31-33,6
OTIS WORLDWIDE,0001781335,OTIS,Otis Worldwide Corp,3600,Electronic & Other Electrical Equipment (No Computer Equip),31-33,6
REGIONS FINANCIAL,0001281761,RF,REGIONS FINANCIAL CORP,6021,National Commercial Banks,52,6
VERALTO,0001967680,VLTO,Veralto Corp,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,31-33,6
FEIN 820109423,0000215466,CDE,"Coeur Mining, Inc.",1040,Gold and Silver Ores,21,6
FEIN 731395733,0000895126,EXE,EXPAND ENERGY Corp,1311,Crude Petroleum & Natural Gas,21,6
NEWS,0001564708,NWSA,NEWS CORP,2711,Newspapers: Publishing or  Publishing & Printing,31-33,6
AMERICAN FINANCIAL,0001042046,AFG,AMERICAN FINANCIAL GROUP INC,6331,"Fire, Marine & Casualty Insurance",52,6
POPULAR,0000763901,BPOP,"POPULAR, INC.",6022,State Commercial Banks,52,6
FEIN 223181573,0001135951,RDY,DR REDDYS LABORATORIES LTD,2834,Pharmaceutical Preparations,31-33,6
FEIN 363898269,0001001316,TGTX,"TG THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,31-33,6
WEST FRASER TIMBER,0001402388,WFG,"WEST FRASER TIMBER CO., LTD",2421,"Sawmills & Planting Mills, General",31-33,6
RLI,0000084246,RLI,RLI CORP,6331,"Fire, Marine & Casualty Insurance",52,6
FEIN 132578432,0000009326,BCPC,BALCHEM CORP,2800,Chemicals & Allied Products,31-33,6
FEIN 362669023,0001051512,TDS,TELEPHONE & DATA SYSTEMS INC /DE/,4813,Telephone Communications (No Radiotelephone),51,6
TRAVEL AND LEISURE,0001361658,TNL,Travel & Leisure Co.,7011,Hotels & Motels,72,6
HOWARD HUGHES,0001981792,HHH,Howard Hughes Holdings Inc.,6798,Real Estate Investment Trusts,52,6
I HOMES,0000799292,MHO,"M/I HOMES, INC.",1531,Operative Builders,23,6
VALVOLINE,0001674910,VVV,VALVOLINE INC,2990,Miscellaneous Products of  Petroleum & Coal,31-33,6
FEIN 942424084,0001040470,AEHR,AEHR TEST SYSTEMS,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,31-33,6
FEIN 940362795,0001035201,CWT,CALIFORNIA WATER SERVICE GROUP,4941,Water Supply,22,6
FEIN 834461709,0001777921,AVPT,"AvePoint, Inc.",7372,Services-Prepackaged Software,51,6
FEIN 742211011,0000863436,BHE,BENCHMARK ELECTRONICS INC,3672,Printed Circuit Boards,31-33,6
FEIN 201496201,0001328581,BCC,BOISE CASCADE Co,5030,Wholesale-Lumber & Other Construction Materials,42,6
SUPERNUS PHARMACEUTICALS,0001356576,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,31-33,6
FEIN 812744449,0001831828,VERA,"Vera Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,6
FEIN 453060776,0001529274,ALKT,"ALKAMI TECHNOLOGY, INC.",7372,Services-Prepackaged Software,51,6
DRIVEN BRANDS,0001804745,DRVN,Driven Brands Holdings Inc.,7500,"Services-Automotive Repair, Services & Parking",81,6
INTERFACE,0000715787,TILE,INTERFACE INC,2273,Carpets & Rugs,31-33,6
INSPERITY,0001000753,NSP,"INSPERITY, INC.",7363,Services-Help Supply Services,56,6
NEXTDECADE,0001612720,NEXT,NextDecade Corp,4923,Natural Gas Transmisison & Distribution,22,6
FEIN 471144582,0001623526,STOK,"Stoke Therapeutics, Inc.",2834,Pharmaceutical Preparations,31-33,6
FEIN 362608369,0001564902,PRKS,United Parks & Resorts Inc.,7990,Services-Miscellaneous Amusement & Recreation,71,6
FEIN 822408531,0001720116,RDVT,"Red Violet, Inc.",7372,Services-Prepackaged Software,51,6
SCANSOURCE,0000918965,SCSC,"SCANSOURCE, INC.",5045,Wholesale-Computers & Peripheral Equipment & Software,42,6
FEIN 223410352,0001005210,SPH,SUBURBAN PROPANE PARTNERS LP,5900,Retail-Miscellaneous Retail,44-45,6
FEIN 455343371,0001447028,ABUS,Arbutus Biopharma Corp,2834,Pharmaceutical Preparations,31-33,6
FEIN 956881527,0001095651,SAFE,Safehold Inc.,6798,Real Estate Investment Trusts,52,6
FEIN 900526669,0001714174,BUR,Burford Capital Ltd,6199,Finance Services,52,6
FEIN 522214851,0001841387,CADL,"Candel Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,6
FEIN 473189089,0001851112,RSKD,RISKIFIED LTD.,7389,"Services-Business Services, NEC",56,6
METALLUS,0001598428,MTUS,Metallus Inc.,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",31-33,6
FEIN 471155768,0001842731,SMWB,SIMILARWEB LTD.,7370,"Services-Computer Programming, Data Processing, Etc.",54,6
FEIN 043404176,0001446847,IRWD,IRONWOOD PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,31-33,6
FEIN 363658792,0001517396,SSYS,STRATASYS LTD.,3577,"Computer Peripheral Equipment, NEC",31-33,6
FEIN 030416362,0001267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC",2834,Pharmaceutical Preparations,31-33,6
FEIN 273269467,0001526119,VSTM,"Verastem, Inc.",2834,Pharmaceutical Preparations,31-33,6
FEIN 522192026,0001158324,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",4899,"Communications Services, NEC",51,6
FEIN 800625749,0001531177,SGHT,"Sight Sciences, Inc.",3841,Surgical & Medical Instruments & Apparatus,31-33,6
FEIN 475617627,0001662579,CCCC,"C4 Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",31-33,6
FEIN 204118144,0001868995,CINT,CI&T Inc,7371,Services-Computer Programming Services,54,6
